complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,distinct_called_numbers,age_group,tariff_plan,status,customer_value,cluster
0,34.0,1,4013,86,41.0,2,1,1,256.455,1
0,43.0,2,6760,96,32.0,3,1,1,1078.24,1
0,44.0,2,2778,66,39.0,2,1,1,213.48,1
0,40.0,3,6823,111,29.0,3,1,1,417.36,1
1,31.0,0,460,40,12.0,2,1,2,22.5,0
0,24.0,1,1863,43,68.5,4,1,1,157.65,1
0,18.0,6,3758,61,36.0,3,2,1,388.76,3
1,43.0,0,2238,60,18.0,3,1,2,155.92,0
0,37.0,0,14127,182,30.0,2,1,1,1380.015,2
1,42.0,5,7530,132,41.0,3,2,1,1478.48,3
1,41.0,0,3250,51,22.0,3,1,2,228.04,0
0,27.0,1,1315,36,11.0,2,2,1,929.295,1
0,15.5,3,5405,57,12.0,3,1,1,1138.48,1
0,35.0,2,6845,100,24.0,5,1,1,132.675,1
0,15.5,0,472,2,5.0,2,1,1,21.33,0
0,37.0,2,9305,122,46.0,3,1,1,989.08,2
0,43.0,3,6123,110,27.0,3,1,1,413.32,1
0,29.0,2,14127,198,68.5,2,1,1,711.495,2
0,15.5,1,4635,43,10.0,3,1,1,1055.12,1
0,35.0,4,7690,113,39.0,5,1,1,180.045,3
0,36.0,0,14127,198,15.0,3,1,1,681.76,2
0,34.0,0,1963,38,29.0,3,1,2,188.04,0
0,35.0,3,14127,198,27.0,3,1,1,779.08,2
0,25.0,0,205,18,2.0,2,1,2,10.035,0
0,19.0,0,1290,21,16.0,2,1,1,103.995,0
0,43.0,1,4198,72,36.0,1,1,1,284.35,1
0,22.0,0,1045,24,8.0,2,1,1,84.105,0
0,30.0,0,5353,79,4.0,2,1,1,244.44,0
0,28.0,0,575,27,10.0,2,1,2,90.09,0
0,24.0,3,6697,153,45.0,2,2,1,758.25,2
0,33.0,2,3790,77,31.0,4,1,1,171.675,1
0,36.0,1,6143,99,10.0,3,1,1,277.68,1
0,36.0,0,3703,59,30.0,2,1,1,169.29,0
0,35.0,0,1665,44,20.0,3,1,2,220.36,0
1,42.0,0,2653,52,37.0,4,1,2,195.125,0
0,40.0,3,6920,98,32.0,4,1,1,737.95,1
0,38.0,0,13773,169,44.0,3,1,1,557.68,2
0,42.0,2,3405,38,22.0,4,1,1,141.075,1
0,43.0,10,10740,105,45.0,5,2,1,186.675,3
0,40.0,3,703,13,6.0,5,1,1,34.74,1
0,36.0,0,2268,44,31.0,3,1,2,228.48,0
0,37.0,2,3053,70,39.0,3,1,1,1644.92,1
0,24.0,1,14127,198,68.5,2,1,1,719.82,2
0,36.0,0,10755,143,47.0,3,1,1,435.92,2
0,35.0,1,14127,198,26.0,2,1,1,739.485,2
0,32.0,4,7260,120,46.0,2,2,1,1614.6,3
0,41.0,3,14127,198,37.0,3,1,1,882.12,2
0,15.5,0,6277,136,43.0,1,2,1,831.215,2
0,18.0,2,9353,183,46.0,5,1,1,311.04,2
0,15.5,1,1668,27,12.0,3,1,1,111.8,0
0,15.5,0,1130,10,6.0,2,1,1,78.3,0
0,16.0,3,3098,48,19.0,3,1,1,257.84,1
0,39.0,0,6205,82,13.0,3,1,1,939.48,1
0,41.0,0,80,2,4.0,2,1,2,48.69,0
1,41.0,0,618,16,9.0,3,1,2,97.36,0
0,34.0,0,3030,23,17.0,3,1,1,158.12,0
0,39.0,1,3965,82,26.0,3,1,1,189.88,1
0,41.0,2,5818,104,25.0,3,1,1,372.88,1
0,45.0,2,14078,181,47.0,3,1,1,630.36,2
0,25.0,0,1010,30,9.0,2,2,1,883.8,0
0,36.0,1,14127,180,27.0,2,1,1,1367.55,2
0,32.0,0,305,6,2.0,3,1,2,40.44,0
0,31.0,0,2055,27,15.0,3,1,1,1163.28,1
0,36.0,2,6625,84,23.0,3,1,1,996.36,1
0,34.0,1,3140,23,4.0,3,1,1,1815.735625,1
0,39.0,0,2583,58,31.0,1,1,1,183.755,0
0,43.0,2,1973,37,9.0,4,1,1,87.75,1
0,28.0,1,1683,44,67.0,5,1,1,67.905,1
0,33.0,1,7553,123,39.0,2,1,1,1815.735625,2
0,36.0,0,3470,76,26.0,2,1,1,272.07,0
0,33.0,0,1875,25,11.0,3,1,1,1144.0,0
0,17.0,0,8638,167,27.0,5,1,1,220.575,2
0,28.0,2,1645,44,19.0,2,1,1,337.005,1
0,42.0,0,888,17,10.0,4,1,2,82.625,0
0,40.0,0,3143,70,34.0,3,1,2,272.52,0
0,24.0,0,1120,14,16.0,4,1,2,115.85,0
1,35.0,0,3590,51,31.0,3,1,2,265.64,0
0,22.0,0,0,0,0.0,4,1,2,22.5,0
1,37.0,0,503,9,7.0,4,1,2,45.3,0
0,36.0,1,6213,99,25.0,2,1,1,378.54,1
0,15.5,0,8222,160,40.0,4,1,1,329.55,2
0,29.0,0,1245,22,9.0,4,1,2,181.675,0
0,30.0,1,1710,46,20.0,2,1,1,245.52,0
0,15.5,0,6392,135,41.0,1,2,1,782.485,2
0,42.0,2,2758,67,37.0,2,1,1,190.125,1
0,29.0,2,1810,43,16.0,3,2,1,910.12,1
0,36.0,0,935,18,6.0,3,1,2,78.12,0
0,33.0,2,6850,110,29.0,2,2,1,1388.7,1
0,34.0,7,10320,88,43.0,4,1,1,267.7,3
1,15.5,0,1123,10,3.0,2,1,2,50.985,0
0,19.0,2,6697,147,44.0,2,2,1,721.98,2
0,22.0,0,0,0,0.0,4,1,2,27.5,0
0,20.0,0,1470,22,16.0,2,1,1,206.64,0
0,22.0,0,2210,44,21.0,3,1,1,90.16,0
1,39.0,0,3283,61,33.0,4,1,2,206.1,0
0,33.0,1,2498,56,20.0,3,1,1,1506.16,1
0,39.0,1,4908,77,35.0,1,1,1,323.675,1
0,21.0,1,1270,28,9.0,2,1,1,107.91,0
0,38.0,0,3915,73,10.0,3,1,1,159.52,0
0,40.0,2,14127,198,32.0,2,1,1,1493.955,2
0,40.0,1,293,8,6.0,5,1,1,22.515,0
0,38.0,3,14127,198,32.0,3,1,1,812.68,2
0,35.0,0,760,9,12.0,2,1,2,43.605,0
0,34.0,1,3075,57,36.0,2,1,1,991.44,1
0,35.0,0,3030,22,12.0,3,1,1,150.08,0
0,42.0,3,4880,92,29.0,4,1,1,159.3,1
0,45.0,0,1015,26,11.0,3,1,2,153.64,0
0,33.0,1,643,4,3.0,5,1,1,14.205,0
0,30.0,3,7010,112,29.0,2,2,1,1503.99,1
0,37.0,9,11145,104,42.0,5,2,1,182.235,3
0,39.0,1,14127,187,29.0,2,1,1,1376.415,2
0,35.0,0,6005,79,21.0,3,1,1,923.36,1
0,36.0,1,4423,70,33.0,2,1,1,233.685,1
0,38.0,0,14127,182,28.0,2,1,1,1276.065,2
0,32.0,0,1975,31,12.0,3,1,1,1152.24,0
0,32.0,0,450,4,2.0,2,1,2,20.43,0
0,39.0,0,1833,49,19.0,3,1,2,75.28,0
0,36.0,0,5423,88,7.0,2,1,1,247.995,0
0,31.0,5,14127,198,68.5,2,1,1,856.035,3
0,36.0,0,818,8,7.0,4,1,2,65.65,0
1,31.0,0,2625,32,12.0,2,1,2,119.565,0
0,38.0,1,4615,74,17.0,3,1,1,215.56,1
0,28.0,0,1320,17,8.0,4,1,2,125.925,0
0,15.5,0,6087,135,40.0,1,2,1,771.21,2
0,27.0,2,14127,198,68.5,2,1,1,730.395,2
1,33.0,0,2088,36,26.0,3,1,2,176.96,0
0,37.0,0,7318,126,40.0,2,1,1,1815.735625,2
0,32.0,6,10070,84,38.0,4,1,1,253.85,3
0,28.0,0,1410,36,7.0,3,1,2,129.84,0
1,35.0,0,1860,63,34.0,3,1,2,252.92,0
0,15.5,1,6697,141,43.0,1,2,1,838.09,2
0,34.0,0,2313,56,29.0,1,1,1,130.295,0
0,15.5,0,1103,11,1.0,2,1,1,50.13,0
1,35.0,0,305,6,2.0,3,1,2,40.44,0
0,38.0,1,4023,88,30.0,3,1,1,200.44,1
0,30.0,1,6600,107,29.0,2,2,1,1467.315,1
0,22.0,0,1203,30,64.0,4,1,1,75.825,0
0,20.0,1,6087,141,41.0,2,2,1,667.26,2
0,35.0,0,0,0,0.0,2,1,2,0.0,0
0,38.0,0,4125,68,17.0,2,1,1,202.185,0
0,15.5,1,4145,37,10.0,3,1,1,1019.28,1
0,35.0,3,7155,116,31.0,2,2,1,1434.195,1
0,35.0,0,5595,70,9.0,3,1,1,858.6,1
0,35.0,2,9340,125,41.0,3,1,1,942.6,2
0,35.0,0,1033,12,2.0,4,1,2,51.125,0
0,24.0,0,3110,55,19.0,3,1,1,126.6,0
0,38.0,0,110,4,1.0,2,1,2,5.13,0
1,39.0,0,2428,54,15.0,3,1,2,127.28,0
0,33.0,2,9160,117,39.0,3,1,1,915.08,2
0,43.0,1,4855,85,24.0,3,1,1,289.6,1
0,32.0,0,2810,33,11.0,3,1,2,113.72,0
0,37.0,0,2970,53,21.0,2,1,1,811.035,0
0,44.0,1,4458,76,41.0,1,1,1,337.37,1
0,33.0,0,6135,77,22.0,3,1,1,944.48,1
0,31.0,1,14127,198,65.0,2,1,1,706.635,2
0,15.5,0,8818,165,36.0,4,1,1,327.075,2
0,41.0,0,93,1,6.0,2,1,2,49.23,0
0,35.0,0,2153,38,27.0,3,1,2,95.64,0
0,40.0,0,305,6,2.0,2,1,2,45.495,0
0,42.0,0,13728,173,48.0,3,1,1,588.04,2
0,40.0,3,7515,103,28.0,3,1,1,1108.72,1
0,39.0,1,2840,28,15.0,3,1,1,146.72,0
1,36.0,0,1135,55,22.0,2,1,2,175.05,0
0,27.0,0,940,16,7.0,4,1,2,156.4,0
0,38.0,0,115,6,4.0,2,1,2,149.445,0
1,32.0,3,14127,198,68.5,2,1,1,715.635,2
0,27.0,1,3285,64,25.0,3,1,1,185.96,0
1,36.0,4,14127,198,68.5,2,2,1,837.54,3
0,15.5,0,3905,26,3.0,3,1,1,945.24,0
0,40.0,2,4575,86,27.0,3,1,1,214.44,1
0,35.0,0,958,14,6.0,3,1,1,38.88,0
0,39.0,0,495,7,5.0,2,1,2,94.59,0
0,29.0,2,2583,56,68.5,5,1,1,107.085,1
0,38.0,3,14127,198,29.0,3,1,1,786.96,2
0,35.0,1,2955,28,18.0,3,1,1,247.32,0
0,42.0,1,2440,41,22.0,3,1,1,1279.24,1
0,15.5,1,4580,40,8.0,3,1,1,944.8,1
0,38.0,0,3953,63,35.0,1,1,1,220.88,0
1,41.0,0,1520,63,25.0,3,1,2,215.32,0
1,41.0,0,3375,49,22.0,3,1,2,240.96,0
0,21.0,0,1083,25,61.0,4,1,1,57.7,0
0,36.0,0,0,0,0.0,2,1,2,0.0,0
0,32.0,0,2415,44,19.0,2,1,1,844.155,0
0,15.5,0,8513,159,34.0,4,1,1,301.8,2
0,37.0,0,875,14,11.0,2,1,2,40.005,0
0,28.0,2,2240,49,15.0,2,1,1,256.005,1
0,36.0,3,7205,109,28.0,5,1,1,189.21,1
0,27.0,0,100,15,3.0,2,1,2,5.175,0
0,40.0,1,4258,69,37.0,1,1,1,270.985,1
0,33.0,0,11100,145,43.0,3,1,1,449.8,2
0,39.0,0,13963,169,42.0,3,1,1,593.28,2
0,23.0,0,0,0,0.0,4,1,2,0.0,0
0,36.0,1,5628,97,21.0,2,1,1,334.125,1
1,35.0,0,3180,42,19.0,3,1,2,200.88,0
0,15.5,2,4390,46,11.0,3,1,1,1069.44,1
0,20.0,0,1225,26,12.0,2,1,1,105.795,0
0,31.0,0,6480,91,20.0,4,1,1,181.775,0
0,20.0,1,1810,31,13.0,3,1,1,177.64,0
0,31.0,0,6115,78,20.0,3,1,1,923.72,1
0,34.0,7,10375,90,40.0,4,1,1,261.625,3
1,28.0,0,1703,28,23.0,3,1,2,117.24,0
0,40.0,0,14127,190,35.0,2,1,1,1437.975,2
0,15.5,1,4435,36,6.0,3,1,1,1006.84,1
0,44.0,2,3355,37,14.0,3,1,1,1815.735625,1
0,25.0,2,1610,40,24.0,2,2,1,1005.75,1
0,36.0,0,2535,50,23.0,2,1,1,894.825,1
0,24.0,0,663,23,51.0,4,1,1,22.15,0
0,38.0,0,1993,51,17.0,3,1,1,105.76,0
0,26.0,1,1125,36,13.0,2,2,1,1033.245,1
0,23.0,0,2920,55,21.0,3,1,1,123.0,0
1,40.0,0,1260,59,20.0,3,1,2,176.76,0
0,26.0,0,6480,85,19.0,4,1,1,164.125,0
1,37.0,0,2143,46,34.0,3,1,2,239.56,0
0,29.0,3,14127,198,68.5,2,1,1,775.89,2
0,36.0,1,2618,62,31.0,2,1,1,152.1,1
0,33.0,2,6255,105,33.0,2,2,1,1393.2,1
0,39.0,0,305,9,10.0,3,1,2,12.56,0
0,25.0,2,14127,198,68.5,2,1,1,721.935,2
0,38.0,1,1783,30,5.0,4,1,1,45.325,0
0,38.0,1,688,10,6.0,4,1,1,52.45,0
0,35.0,0,2760,65,26.0,2,1,1,127.125,0
0,29.0,0,2475,41,20.0,2,1,1,833.22,0
0,31.0,0,2420,10,8.0,3,1,1,97.2,0
0,37.0,0,5728,95,14.0,3,1,1,360.92,0
0,31.0,0,895,44,15.0,2,1,2,91.755,0
0,36.0,0,4065,65,15.0,2,1,1,185.85,0
0,34.0,0,3395,46,14.0,3,1,2,177.64,0
0,30.0,0,14127,170,27.0,2,1,1,1298.25,2
0,28.0,0,0,0,0.0,2,1,2,0.0,0
0,37.0,1,305,6,2.0,5,1,1,15.165,0
0,34.0,0,345,5,4.0,2,1,2,20.25,0
0,27.0,3,4130,77,40.0,3,1,1,312.28,1
0,29.0,0,5513,86,21.0,2,1,1,301.455,0
0,16.0,1,6797,146,40.0,1,2,1,854.865,2
1,37.0,0,2978,55,31.0,3,1,2,289.32,0
0,38.0,9,10550,98,41.0,5,1,1,159.72,3
0,38.0,0,2495,17,7.0,3,1,1,1815.735625,1
0,28.0,1,2063,46,68.5,5,1,1,100.635,1
1,36.0,0,2268,44,31.0,3,1,2,228.48,0
0,37.0,0,14127,179,30.0,2,1,1,1359.855,2
0,39.0,0,553,14,8.0,3,1,2,178.68,0
0,35.0,1,2748,64,37.0,2,1,1,1805.04,1
0,39.0,5,14127,198,68.5,2,2,1,859.23,3
0,38.0,3,14127,198,32.0,3,1,1,848.52,2
0,35.0,0,14127,166,13.0,2,1,1,1212.57,2
0,33.0,0,2875,36,17.0,2,1,2,180.495,0
0,36.0,1,4740,87,23.0,3,1,1,221.08,1
0,27.0,0,570,39,11.0,2,1,2,27.405,0
0,34.0,0,0,0,0.0,3,1,1,0.0,0
1,37.0,0,2765,37,18.0,2,1,2,180.09,0
0,37.0,0,2203,58,35.0,2,1,1,223.245,0
0,37.0,0,5900,76,11.0,3,1,1,899.04,1
0,39.0,2,4630,89,29.0,3,1,1,324.76,1
0,35.0,1,7733,131,41.0,3,1,1,1815.735625,2
0,40.0,1,13833,172,46.0,3,1,1,580.2,2
0,35.0,0,6223,68,32.0,2,1,1,697.095,1
0,15.5,3,3257,50,17.0,3,1,1,260.28,1
0,25.0,0,995,29,20.0,2,1,2,154.08,0
0,38.0,0,5523,94,11.0,2,1,1,306.765,0
0,33.0,2,1575,46,17.0,3,2,1,896.84,1
0,36.0,0,383,4,4.0,4,1,1,27.175,0
0,38.0,1,6908,75,35.0,2,1,1,687.735,1
0,38.0,0,1585,25,11.0,2,1,2,108.45,0
0,15.5,1,4200,39,7.0,3,1,1,993.56,1
0,29.0,0,1963,32,28.0,3,1,2,155.8,0
0,33.0,0,2600,45,18.0,2,1,1,857.025,0
0,38.0,0,1360,44,19.0,3,1,2,212.16,0
1,35.0,0,0,0,0.0,2,1,2,0.0,0
0,19.0,5,3273,57,25.0,4,1,1,258.25,3
0,17.0,0,2660,45,15.0,3,1,1,108.2,0
0,40.0,0,570,14,10.0,2,1,2,30.78,0
0,34.0,8,10660,97,40.0,5,1,1,171.855,3
0,28.0,0,815,31,11.0,3,1,2,201.84,0
0,34.0,0,0,0,0.0,5,1,1,9.0,0
0,27.0,0,700,12,6.0,4,1,2,80.3,0
0,15.5,2,1973,33,14.0,3,1,1,152.24,0
0,35.0,8,10245,93,44.0,5,2,1,194.07,3
0,36.0,1,7633,125,40.0,3,1,1,1815.735625,2
0,36.0,0,2600,20,3.0,3,1,1,1815.735625,1
0,30.0,0,1120,37,13.0,3,1,2,242.28,0
0,16.0,3,3042,46,22.0,3,1,1,283.52,1
1,15.5,1,1193,15,2.0,3,1,1,76.32,0
0,26.0,0,825,23,4.0,3,1,2,61.92,0
0,38.0,0,5918,95,12.0,3,1,1,268.52,0
0,30.0,6,10050,85,36.0,4,1,1,253.375,3
0,41.0,2,6580,88,30.0,3,1,1,1050.72,1
0,37.0,2,9115,121,43.0,3,1,1,945.44,2
0,42.0,0,665,18,12.0,3,1,2,111.32,0
0,44.0,2,4035,92,34.0,3,1,1,353.08,1
0,37.0,0,2643,59,15.0,3,1,2,144.08,0
0,30.0,0,13208,153,36.0,3,1,1,534.44,2
0,44.0,2,2233,41,14.0,4,1,1,111.85,1
0,34.0,0,3695,80,24.0,3,1,1,239.0,0
0,36.0,1,0,0,0.0,5,1,1,0.0,0
0,36.0,0,3280,75,23.0,2,1,1,222.975,0
0,34.0,0,5513,92,22.0,2,1,1,337.725,0
0,33.0,4,14127,198,68.5,2,2,1,828.675,3
0,32.0,0,13388,161,38.0,3,1,1,541.96,2
0,42.0,1,7993,141,50.0,3,1,1,1815.735625,2
1,15.5,0,1363,21,10.0,2,1,1,80.28,0
0,38.0,1,3775,82,28.0,3,1,1,282.28,1
0,29.0,0,2730,31,10.0,2,1,2,124.245,0
0,43.0,0,385,8,6.0,2,1,2,94.185,0
0,32.0,1,2825,49,19.0,2,1,1,880.83,1
0,27.0,0,890,26,10.0,2,1,2,126.72,0
1,37.0,2,1320,56,21.0,3,1,1,167.04,1
0,32.0,0,5658,85,6.0,2,1,1,258.435,0
1,39.0,0,905,16,17.0,2,1,2,167.445,0
0,40.0,0,2733,61,22.0,3,1,2,207.76,0
0,39.0,0,5793,97,15.0,2,1,1,314.55,0
0,25.0,0,858,28,68.0,4,1,1,34.65,0
0,36.0,0,3718,82,28.0,2,1,1,180.0,0
0,35.0,0,11350,149,48.0,3,1,1,511.96,2
0,35.0,0,12758,152,42.0,3,1,1,516.4,2
1,38.0,0,2763,51,36.0,4,1,2,195.35,0
0,34.0,3,6720,113,33.0,2,2,1,1517.985,1
0,36.0,0,13468,163,42.0,3,1,1,545.24,2
0,25.0,2,1825,42,28.0,2,1,1,264.015,1
0,33.0,0,2650,22,16.0,3,1,1,206.88,0
0,30.0,3,14127,198,68.5,2,1,1,757.035,2
0,38.0,0,305,6,2.0,4,1,2,25.275,0
0,25.0,3,6958,157,50.0,2,2,1,801.675,2
0,39.0,2,3890,88,32.0,3,1,1,415.12,1
0,40.0,1,4675,77,19.0,3,1,1,238.08,1
0,41.0,2,2780,51,24.0,4,1,1,880.775,1
0,36.0,0,3035,24,6.0,3,1,1,1815.735625,1
0,40.0,1,2870,23,10.0,3,1,1,1815.735625,1
1,34.0,0,3115,39,13.0,3,1,2,154.16,0
1,15.5,0,888,9,3.0,3,1,1,35.88,0
0,36.0,0,1228,17,19.0,4,1,2,106.125,0
1,35.0,0,5703,92,20.0,2,1,1,260.775,0
1,15.5,0,1373,13,3.0,2,1,1,62.37,0
0,36.0,3,9240,119,40.0,3,1,1,934.36,2
0,37.0,0,600,10,15.0,2,1,2,121.95,0
0,35.0,0,11160,148,45.0,3,1,1,468.32,2
0,33.0,0,0,0,0.0,2,1,2,0.0,0
0,44.0,0,698,18,10.0,3,1,2,116.64,0
0,24.0,0,1263,33,66.0,4,1,1,89.9,0
0,39.0,0,73,2,4.0,2,1,1,25.875,0
0,36.0,0,6798,116,43.0,2,1,1,1815.735625,2
0,36.0,1,7123,80,35.0,2,1,1,814.635,1
1,41.0,0,2268,50,32.0,4,1,2,162.95,0
0,33.0,0,7428,125,39.0,2,1,1,1815.735625,2
0,39.0,8,10615,101,47.0,5,1,1,178.74,3
0,36.0,0,2790,21,6.0,3,1,1,1815.735625,1
1,38.0,0,2428,55,20.0,3,1,2,167.32,0
0,24.0,0,1453,34,68.5,4,1,1,117.175,0
0,28.0,0,3405,69,28.0,3,1,1,214.96,0
0,39.0,4,7623,91,54.0,2,2,1,959.13,3
0,39.0,1,8820,117,30.0,3,1,1,877.48,2
0,45.0,5,14127,198,35.0,3,2,1,903.28,3
1,36.0,0,0,0,0.0,2,1,2,0.0,0
0,34.0,2,7495,108,22.0,5,1,1,147.045,1
0,36.0,0,0,0,0.0,2,1,2,112.5,0
0,38.0,3,14127,198,32.0,3,1,1,830.6,2
0,36.0,0,2245,34,19.0,3,1,1,1239.16,1
0,39.0,0,1848,33,11.0,3,1,1,119.24,0
1,34.0,0,2208,41,29.0,3,1,2,205.96,0
0,39.0,2,4485,93,28.0,3,1,1,343.12,1
0,43.0,4,9500,129,49.0,3,1,1,1029.16,3
0,36.0,8,10190,90,42.0,4,1,1,257.0,3
0,36.0,0,2533,58,30.0,3,1,2,191.64,0
0,39.0,1,3285,27,6.0,3,1,1,1815.735625,1
0,30.0,1,1648,41,68.5,4,1,1,142.225,1
0,38.0,1,4020,85,28.0,3,1,1,300.2,1
0,38.0,0,4370,71,17.0,3,1,1,197.64,0
0,40.0,0,433,11,8.0,3,1,2,173.76,0
1,15.5,3,1873,27,13.0,3,1,1,144.0,1
0,33.0,0,1605,41,18.0,3,1,2,197.84,0
0,18.0,0,6268,143,45.0,1,2,1,842.105,2
0,15.5,0,6133,131,36.0,1,2,1,729.52,2
1,33.0,0,1555,57,32.0,3,1,2,212.48,0
1,43.0,0,398,7,8.0,3,1,2,84.2,0
0,38.0,1,2568,66,28.0,3,1,1,1669.36,1
0,19.0,2,9298,180,44.0,5,1,1,269.67,2
0,32.0,0,1485,36,15.0,3,1,2,168.84,0
0,41.0,1,6673,79,41.0,2,1,1,825.84,1
0,15.5,0,5377,124,40.0,1,2,1,594.055,2
0,15.5,1,1297,18,4.0,3,1,1,52.6,0
0,38.0,0,4388,67,38.0,1,1,1,300.025,0
0,39.0,0,1745,46,24.0,3,1,2,263.64,0
0,38.0,1,4325,82,22.0,3,1,1,176.28,1
0,17.0,0,8708,167,42.0,4,1,1,411.875,2
0,39.0,10,10855,105,48.0,5,2,1,224.4,3
0,29.0,0,590,38,13.0,2,1,2,46.26,0
0,39.0,0,585,16,11.0,2,1,2,103.545,0
1,32.0,0,3295,41,17.0,3,1,2,165.44,0
0,28.0,0,1405,40,18.0,2,1,1,200.025,0
0,35.0,0,1170,18,24.0,2,1,2,116.46,0
0,17.0,1,8993,174,42.0,5,1,1,254.505,2
0,40.0,0,4075,67,4.0,3,1,1,193.68,0
0,30.0,2,1933,48,68.5,5,1,1,92.715,1
0,37.0,0,1528,43,17.0,3,1,2,62.84,0
0,34.0,2,3440,32,29.0,3,1,1,222.88,1
0,42.0,0,1970,56,23.0,4,1,2,183.15,0
0,15.5,3,2663,45,21.0,3,1,1,332.32,1
0,34.0,0,455,2,5.0,2,1,2,20.565,0
0,41.0,5,14127,198,38.0,3,1,1,1003.88,3
0,33.0,0,2685,35,14.0,2,1,2,131.4,0
0,37.0,0,6118,65,22.0,2,1,1,669.735,1
0,45.0,0,1440,30,19.0,3,1,2,146.8,0
0,23.0,0,620,23,3.0,2,1,2,28.935,0
0,30.0,0,2395,45,17.0,2,1,1,820.8,0
0,42.0,0,0,0,0.0,2,1,2,36.0,0
0,31.0,2,1065,34,11.0,3,1,1,131.96,1
0,27.0,1,930,28,2.0,2,1,1,74.61,0
0,36.0,0,4020,76,20.0,3,1,1,163.84,0
0,15.5,0,0,0,0.0,2,1,1,0.0,0
0,37.0,3,12065,164,62.0,4,1,1,385.725,2
0,31.0,0,11080,146,41.0,3,1,1,449.04,2
0,36.0,0,0,0,0.0,5,1,1,0.0,0
0,15.5,2,4505,45,9.0,3,1,1,1034.0,1
0,33.0,0,2703,65,26.0,2,1,1,124.56,0
0,35.0,1,3595,74,23.0,3,1,1,230.76,1
1,34.0,0,1963,38,29.0,3,1,2,188.04,0
0,35.0,1,6560,93,24.0,4,1,1,208.825,1
0,33.0,6,9420,76,40.0,4,1,1,237.4,3
0,41.0,0,405,14,7.0,3,1,2,72.76,0
0,17.0,1,6582,142,45.0,2,2,1,725.58,2
0,27.0,1,1285,35,15.0,2,1,1,167.4,0
0,15.5,2,2548,39,17.0,3,1,1,199.48,1
0,38.0,0,1038,18,19.0,3,1,2,154.24,0
0,33.0,1,6123,98,25.0,2,1,1,392.445,1
0,35.0,0,538,7,1.0,3,1,2,25.8,0
0,39.0,1,7568,130,45.0,3,1,1,1815.735625,2
0,37.0,0,3020,30,19.0,3,1,1,166.0,0
0,29.0,2,1590,41,17.0,2,1,1,212.895,1
0,39.0,0,900,14,6.0,2,1,2,72.63,0
1,36.0,0,1375,59,23.0,3,1,2,277.36,0
0,39.0,1,2690,22,10.0,3,1,1,1815.735625,1
0,38.0,0,0,0,0.0,2,1,2,0.0,0
0,32.0,2,3530,73,26.0,4,1,1,147.575,1
1,34.0,3,14127,198,68.5,2,1,1,792.045,2
0,26.0,1,1340,38,17.0,2,1,1,291.51,0
0,18.0,4,2913,48,21.0,3,1,1,262.44,1
0,34.0,0,1773,37,26.0,3,1,2,144.4,0
0,38.0,0,2583,59,36.0,1,1,1,205.81,0
0,36.0,6,7870,132,50.0,3,2,1,1516.08,3
0,25.0,0,1200,31,12.0,2,2,1,932.895,0
1,33.0,0,955,47,17.0,2,1,2,117.09,0
0,35.0,2,7013,79,50.0,2,1,1,868.14,1
0,38.0,1,3965,83,31.0,3,1,1,325.92,1
0,39.0,2,8890,117,45.0,3,1,1,948.28,2
0,26.0,1,1813,42,68.0,4,1,1,126.375,1
0,19.0,1,1810,32,18.0,3,1,1,313.68,0
0,41.0,0,3893,66,34.0,1,1,1,228.745,0
0,34.0,3,6965,116,33.0,2,2,1,1538.145,1
0,37.0,0,4180,71,19.0,3,1,1,290.04,0
0,44.0,0,318,11,5.0,3,1,2,73.16,0
0,45.0,3,7283,91,45.0,2,1,1,916.83,1
0,27.0,0,510,24,4.0,2,1,2,28.53,0
1,17.0,1,6148,138,42.0,1,2,1,802.23,2
0,38.0,3,3695,37,23.0,3,1,1,1815.735625,1
0,15.5,2,2142,34,19.0,3,1,1,111.04,0
0,37.0,0,2535,22,13.0,3,1,1,106.28,0
0,38.0,1,3285,28,11.0,3,1,1,1815.735625,1
0,34.0,0,3015,25,4.0,3,1,1,1815.735625,1
1,32.0,4,14127,198,68.5,2,1,1,802.53,3
0,39.0,0,1988,53,35.0,2,1,1,91.845,0
0,21.0,0,1055,26,5.0,2,2,1,849.645,0
0,38.0,0,1440,61,24.0,3,1,2,196.04,0
0,34.0,1,14127,198,28.0,2,1,1,863.595,2
0,40.0,0,1615,30,25.0,3,1,2,229.8,0
0,25.0,0,635,10,5.0,4,1,2,131.125,0
0,33.0,1,6785,97,22.0,5,1,1,124.23,1
0,33.0,0,3775,76,27.0,2,1,1,281.295,0
0,31.0,3,14127,198,68.5,2,1,1,783.18,2
0,40.0,0,13478,165,31.0,3,1,1,573.72,2
0,38.0,0,723,10,2.0,2,1,2,68.985,0
0,33.0,3,14127,198,68.5,2,1,1,737.28,2
0,27.0,0,1758,39,66.0,4,1,1,62.425,0
0,26.0,0,1758,40,68.5,4,1,1,142.45,0
0,15.5,0,9337,176,38.0,4,1,1,422.825,2
0,36.0,0,1865,32,13.0,3,1,1,1151.88,1
0,40.0,0,415,10,2.0,3,1,2,45.0,0
0,40.0,1,2508,63,32.0,2,1,1,115.695,1
0,39.0,0,305,6,2.0,2,1,2,45.495,0
0,34.0,0,1438,43,22.0,2,1,1,1538.145,1
0,31.0,0,5613,83,9.0,2,1,1,256.32,0
0,34.0,0,2280,37,14.0,3,1,1,1192.68,1
